Gene ID	Control1	Control2	Control3	shRNA1	shRNA2	shRNA3	shRNA1_FC	shRNA2_FC	shRNA_3_FC																												
Mthfd2l	1.666	1.78097	1.40221	1.37272	1.53252	1.41877	1.50284	1.66936	1.49122																												
Mthfr	3.3541	3.3933	3.42554	3.92018	3.87081	3.57281	3.86846	4.03329	3.95135																												
Mthfs	2.73028	3.71808	2.71206	3.48809	3.66681	3.96552	2.24202	3.88831	4.03267																												
Mthfsd	7.02101	6.36112	6.74257	6.25053	5.97948	7.2223	6.10212	6.9765	6.65902																												
Mtif2	8.23267	8.63422	9.06517	9.04277	9.1858	9.51686	9.34628	8.59257	9.29871																												
Mtif3	2.93124	2.87444	2.75298	2.61244	2.99936	3.33733	3.01508	2.67419	2.7272																												
Mtl5	0.0202779	0.0698692	0.0192427	0.0455655	0.0502405	0	0.0190935	0.0566592	0.0460911																												
Mtm1	1.7458	1.8283	1.50441	1.46813	1.61409	1.79417	1.54311	1.7336	1.79573																												
Mtmr1	16.0814	13.4615	14.4738	14.2452	14.164	13.9817	15.6283	14.8704	15.7082																												
Mtmr10	4.07191	3.99533	4.05617	4.12606	4.02995	4.30044	3.78752	3.92872	4.15698																												
Mtmr11	1.54702	1.89198	1.65824	1.4307	1.66053	1.32197	1.32984	1.46432	0.882658																												
Mtmr12	13.2814	10.0084	10.4847	14.6017	12.8199	14.1138	14.4651	10.9039	12.32																												
Mtmr14	3.3968	4.16296	3.86926	3.54277	3.58442	3.60378	3.26079	3.54346	4.02631																												
Mtmr2	14.1767	14.5664	14.1364	12.4322	12.4106	13.6259	13.5197	14.1836	13.9572																												
Mtmr3	15.6098	15.4399	15.4675	14.9029	15.0708	15.1195	15.3299	15.6939	14.8993																												
Mtmr4	19.4086	14.949	14.3576	15.1843	15.559	14.7088	17.6538	17.0703	15.9016																												
Mtmr6	38.129	37.72	38.3865	37.5219	39.0043	37.7426	37.7254	40.7179	38.5479																												
Mtmr7	15.2405	17.2396	16.5339	15.1599	13.794	15.6367	13.1096	17.3088	13.7107																												
Mtmr9	19.851	20.2408	20.5104	21.5723	20.1202	19.0178	19.2786	19.5932	18.4934																												
Mtnr1a	0	0	0	0	0.0259707	0	0.0296055	0.0276543	0																												
Mtnr1b	0	0	0	0	0	0	0	0	0.0443766																												
Mto1	7.68503	7.29189	7.25239	7.28395	7.0096	7.3003	7.59256	7.87699	7.46344																												
Mtor	10.3669	10.2297	10.4352	10.0016	9.24021	9.4153	9.56556	10.112	9.10539																												
Mtpap	9.42703	9.0056	8.77195	9.46876	8.84268	8.5271	9.21263	9.32667	8.11467																												
Mtpn	96.3924	94.4387	100.278	94.4738	98.1754	96.5762	94.45	95.0571	99.7731																												
Mtr	2.55718	2.29646	2.55447	2.78217	2.74422	2.74092	2.73644	2.69838	3.07671																												
Mtrf1	2.84196	3.13562	2.61206	3.3956	3.06621	3.36204	3.2658	2.72277	3.32088																												
Mtrf1l	2.52751	2.37653	2.19788	2.20128	2.43866	2.48359	2.64138	2.23996	2.54385																												
Mtrr	4.53213	3.30676	4.02637	4.3131	5.14643	4.7173	5.19	4.38279	4.37701																												
Mtss1	5.814	6.42121	6.03877	7.01813	6.48161	6.29168	6.15864	6.82626	5.89712																												
Mtss1l	29.6179	31.7717	29.2835	28.4296	29.7299	30.5131	27.4348	29.3222	25.9921																												
Mttp	1.61542	2.18517	2.02588	2.10587	2.22414	1.95931	1.68917	2.1621	1.86591																												
Mturn	36.3696	39.3034	47.6022	40.6379	43.9319	40.6159	40.7895	39.8192	44.2813																												
Mtus1	6.18025	8.2244	7.8007	6.48978	7.49308	7.59798	6.51246	9.03699	7.55274																												
Mtus2	5.47975	5.12016	5.51945	5.80434	5.94654	5.82598	5.93371	5.98985	6.42493																												
Mtx1	8.92941	9.13808	8.82712	8.35367	8.83342	10.1873	9.1072	8.94302	8.80853																												
Mtx2	23.1051	23.4402	23.9323	19.581	21.6899	22.9811	22.5943	23.7902	19.9309																												
Mtx3	9.41801	9.75637	8.95314	8.79598	8.81037	8.31096	8.98979	9.85275	9.66878																												
Muc1	0.162693	0.0838912	0.0519838	0.0615247	0.0833696	0.0722103	0.133291	0.0888812	0.183712																												
Muc13	0	0	0	0	0.0246802	0.0178259	0.0282082	0.0131633	0.0850105																												
Muc15	0	0	0	0	0	0	0	0	0																												
Muc19	0	0	0.00401654	0	0	0	0.00883942	0	0.0212932																												
Muc2	0.012836	0	0	0.0193863	0.00526058	0.0076075	0.0240832	0.0224667	0.00725272																												
Muc20	0	0	0	0.0121133	0	0	0	0	0																												
Muc4	0	0	0	0	0	0	0	0	0																												
Muc5ac	0	0	0	0	0	0.00598552	0.00710596	0	0.00570598																												
Muc5b	0	0.00293619	0	0.00286243	0.00233096	0	0	0.00497938	0.00964364																												
Muc6	0.0947114	0.0760404	0.0493544	0.0953503	0.0862551	0.0499019	0.0641796	0.0276315	0.0773042																												
Mucl1	0	0	0	0	0	0	0	0	0																												
Mug-ps1	0	0	0	0	0	0	0	0	0																												
Mug1	0	0	0	0	0	0	0	0	0.0106022																												
Mug2	0	0	0	0	0	0	0	0	0																												
Mul1	9.8964	10.4066	10.0586	9.66072	10.1868	9.60879	10.1305	9.84616	9.37695																												
Mum1	6.53055	7.02018	6.37651	7.9671	6.83294	7.3285	7.0011	6.77191	6.34482																												
Mum1l1	0.829303	0.747326	0.851608	0.853771	0.860393	0.873596	0.885662	0.841156	0.658294																												
Mup1	0	0	0	0	0	0	0	0	0																												
Mup10	0	0	0	0	0	0	0	0	0																												
Mup11	0	0	0	0	0	0	0	0	0																												
Mup12	0	0	0	0	0	0	0	0	0																												
Mup13	0	0	0	0	0	0	0	0	0																												
Mup14	0	0	0	0	0	0	0	0	0																												
Mup15	0	0	0	0	0	0	0	0	0																												
Mup15	0	0	0	0	0	0	0	0	0																												
Mup16	0	0	0	0	0	0	0	0	0																												
Mup17	0	0	0	0	0	0	0	0	0																												
Mup19	0	0	0	0	0	0	0	0	0																												
Mup2	0	0	0	0	0	0	0	0	0																												
Mup2	0	0	0	0	0	0	0	0	0																												
Mup2	0	0	0	0	0	0	0	0	0																												
Mup20	0	0	0	0	0	0	0	0	0																												
Mup21	0	0	0	0	0	0	0	0	0																												
Mup3	0	0	0	0.0580961	0	0	0	0	0																												
Mup4	0	0	0	0	0	0	0	0	0																												
Mup5	0	0	0	0	0	0	0	0	0																												
Mup6	0	0	0	0	0	0	0	0	0																												
Mup7	0	0	0	0	0	0	0	0	0																												
Mup8	0	0	0	0	0	0	0	0	0																												
Mup9	0	0	0	0	0	0	0	0	0																												
Murc	0.180016	0.232026	0.287561	0.385853	0.20295	0.239641	0.189564	0.275313	0.482714																												
Mus81	4.40687	5.7604	5.59704	5.47219	5.15924	5.66596	5.51035	4.85179	5.3672																												
Musk	0.0133598	0	0.125261	0.0403861	0.0877502	0	0.0375631	0.0233696	0																												
Mustn1	0.586425	0.819649	0.499113	0.465766	0.687165	0.593562	0.66477	0.54819	0.188971																												
Mut	10.7785	11.3695	12.8548	12.288	12.1258	12.612	11.2413	11.6881	11.2943																												
Mutyh	0.601739	0.590581	0.268395	0.780753	0.516836	0.609797	0.56266	0.500471	0.549689																												
Mvb12a	7.11185	9.71369	8.95587	9.15974	9.76248	9.06465	7.47459	9.59243	8.49976																												
Mvb12b	20.3653	20.3603	20.74	20.7479	19.819	20.7113	19.1071	19.8651	18.2393																												
Mvd	5.6216	5.68585	5.37564	5.32505	5.34898	6.42968	4.98625	5.55986	4.57968																												
Mvk	5.29949	5.75462	6.58936	7.00799	6.414	6.19999	5.56618	6.36189	5.30977																												
Mvp	1.35666	1.59705	1.6459	1.57658	2.74784	2.13566	1.49533	2.26095	1.47822																												
Mx1	0.281449	0.642073	0.274128	0.433662	1.69903	5.12107	0.101541	0.255539	0.231613																												
Mx2	0.572131	1.23546	0.669855	0.283597	1.16623	2.7031	0.166773	0.359974	0.519001																												
Mxd1	5.54071	4.66337	4.93145	5.23126	5.46397	4.92139	5.77592	5.95503	5.82602																												
Mxd3	0	0	0	0	0	0	0	0	0																												
Mxd4	17.4252	14.7968	15.936	17.8261	18.794	17.8069	18.6918	15.3493	17.4798																												
Mxi1	10.8054	10.8256	10.016	10.7282	11.3525	11.1065	11.583	11.7625	11.4756																												
Mxra7	3.93426	4.39123	4.99188	3.8883	4.62781	4.39641	4.39095	4.52725	4.68588																												
Mxra8	1.12795	1.30865	1.59608	1.84833	1.7505	1.12048	1.20702	1.53175	1.3874																												
Myadm	21.1013	21.7903	24.2046	20.712	19.9623	20.9888	17.5758	24.0592	18.6472																												
Myadml2	1.49919	1.89199	1.2102	1.71065	1.21299	1.63444	1.14524	1.20705	1.31425																												
Myb	0.0259209	0.0602385	0.179153	0.0261181	0.0861422	0.107463	0.104822	0.0817082	0.161049																												
Mybbp1a	10.0394	9.1267	8.40377	10.6184	9.93944	10.3653	10.2778	10.3508	9.86595																												
Mybl1	0.437273	0.499743	0.575545	0.41397	0.424976	0.503382	0.434684	0.501178	0.469722																												
Mybl2	0.119242	0.135341	0.0914802	0.0961085	0.131962	0.0565039	0.1006	0.146027	0.0740906																												
Mybpc1	0.527534	1.04008	0.526242	0.50883	0.412938	0.529504	0.335202	0.598939	0.43114																												
Mybpc2	0.0121939	0.0629086	0.0727594	0.0614281	0.0199921	0.014445	0.0685809	0.0639967	0.0137755																												
Mybpc3	0	0.0218359	0.00901953	0	0.00867303	0.0250715	0.0198397	0.027768	0.0119537																												
Mybph	0	0	0	0	0	0	0	0	0																												
Mybphl	0	0	0	0	0	0	0	0	0																												
Myc	2.10187	2.06737	1.7749	1.5274	2.14243	1.65874	1.80786	2.49624	1.77485																												
Mycbp	2.53618	3.27525	2.87043	2.56092	2.89605	2.80826	2.73096	3.05562	4.05748																												
Mycbp2	27.4707	22.9415	23.093	30.7196	27.763	26.1877	29.5034	23.9139	24.8765																												
Mycbpap	0.122213	0.220632	0.416636	0.123175	0.125239	0.0723636	0.0572549	0.133591	0.172551																												
Mycl	7.95291	4.56012	4.66324	10.3099	8.30513	10.6507	9.46032	6.14761	5.937																												
Mycn	2.57098	1.82766	1.89488	3.53748	2.80566	3.14677	3.05911	2.39975	2.00114																												
Mycs	0	0	0	0	0	0	0	0	0																												
Myct1	0.177658	0.216584	0.178935	0.227911	0.211852	0.286864	0.105916	0.141224	0.145932																												
Myd88	3.79234	2.98262	3.58267	2.86951	5.04307	4.71672	3.04841	3.69609	3.92456																												
Myef2	21.1268	19.3209	19.6681	22.6475	20.3125	22.0435	21.3001	19.0864	20.7676																												
Myeov2	125.239	139.306	154.015	129.85	142.778	148.323	134.071	138.086	127.131																												
Myf5	0	0	0	0	0	0	0	0	0																												
Myf6	0	0	0	0	0	0	0	0	0																												
Myg1	12.2232	11.9647	13.0998	11.9519	12.4046	13.6482	13.2953	11.0676	11.646																												
Myh1	0.0143932	0.0259974	0.0184081	0.0344219	0.0132725	0.0528844	0.0303773	0.0230914	0.0203307																												
Myh10	31.2996	31.5497	32.0535	30.0814	30.1336	27.8457	30.094	33.3222	31.5395																												
Myh11	0.741242	1.46744	1.17735	1.30643	1.80041	0.917849	1.17407	1.28936	1.17003																												
Myh13	0.0149085	0.0346214	0.0190669	0.0400341	0.0305506	0.033867	0.0209758	0.07284	0.012635																												
Myh14	3.85668	5.1209	4.56839	3.92018	4.1112	4.29144	3.9095	3.95884	3.94276																												
Myh15	0.238767	0.260526	0.26175	0.254157	0.251627	0.226406	0.255974	0.256708	0.323778																												
Myh2	0	0.0477581	0.0182088	0.0244912	0.00729372	0.0157498	0.0100162	0.0238797	0.0160884																												
Myh3	0.0506101	0.0895475	0.0739741	0.133474	0.106673	0.120256	0.0745999	0.0906852	0.06536																												
Myh4	0.0502216	0.0296201	0.0489376	0.0583977	0.0543972	0.0272114	0.0067298	0.056505	0.0283756																												
Myh6	0.0900193	0.100344	0.144296	0.094272	0.14167	0.136569	0.0810615	0.122888	0.195308																												
Myh7	0.325496	0.498395	0.838684	0.684337	0.844382	1.3312	0.422753	0.491425	0.630542																												
Myh7b	0	0	0	0	0	0	0	0	0																												
Myh8	0.0352059	0.0472386	0.0240143	0.128212	0.076472	0.0823438	0.0396291	0.0739408	0.0835454																												
Myh9	16.4955	15.8281	15.6808	15.6425	16.4479	15.3938	16.9371	17.2523	16.2652																												
Myl1	0.196513	0.134725	0.111368	0.0663905	0.215022	0.231473	0.191498	0.171106	0																												
Myl10	0	0	0	0	0	0	0	0	0																												
Myl12a	10.3042	12.8886	12.9758	11.7627	12.9213	13.0385	10.7645	11.9535	11.2938																												
Myl12b	145.539	166.579	170.089	156.925	156.15	159.802	156.073	164.942	158.541																												
Myl2	0.0918135	0.188529	0.233835	0.27999	0.0753865	0.107847	0.0851311	0	0.103267																												
Myl3	0	0.0598437	0	0	0	0.0685675	0	0.0506779	0																												
Myl4	1.30676	0.733281	1.91935	1.0829	1.70586	1.61025	1.10637	1.81111	1.60626																												
Myl6	43.3902	50.9778	51.544	44.1264	47.2706	48.9222	46.9568	49.8701	43.9995																												
Myl6b	8.45046	9.30938	8.30367	7.34949	7.70284	8.10496	6.35995	8.53147	6.5741																												
Myl7	0	0	0	0	0	0	0	0	0																												
Myl9	4.77053	7.6776	7.09398	7.79919	7.82677	6.97004	6.91392	6.54387	7.10253																												
Mylip	8.97147	9.14704	10.0589	8.60401	10.8174	9.02819	8.64491	10.7271	10.4211																												
Mylk	1.29466	2.00744	1.67238	1.80261	1.87397	1.61313	1.46796	1.88529	1.50047																												
Mylk2	0	0	0	0	0.0124336	0	0	0	0																												
Mylk3	0.871639	0.79432	0.458125	0.819862	0.797934	0.860246	0.721492	0.584414	1.13225																												
Mylk4	0.00769429	0.031765	0.0262408	0.0154966	0.0378413	0.0364765	0.0216505	0.0403973	0.0434721																												
Mylpf	0.435034	0.07453	0.123227	0.661899	0.416568	0.170682	0.741455	0.315469	0.653099																												
Mynn	3.34383	3.14976	2.83655	3.15872	3.19771	3.41412	3.10545	3.0826	3.26438																												
Myo10	4.48545	5.0082	5.46788	5.12496	5.543	5.04054	5.00538	5.61692	4.88919																												
Myo15	0	0.0112882	0.00922268	0.0163334	0.0132977	0	0	0.0141993	0.0183348																												
Myo16	1.81393	1.98572	2.44884	2.09631	1.76279	1.62066	1.83691	2.12854	1.73146																												
Myo18a	20.758	21.7287	20.4807	20.1746	19.3635	20.4101	19.9669	20.0921	19.5618																												
Myo18b	0.176427	0.139267	0.159292	0.188064	0.170126	0.252215	0.199618	0.199832	0.140744																												
Myo19	1.03866	0.776963	0.650297	0.760577	0.714863	0.675417	0.962093	0.782507	0.634414																												
Myo1a	0.198505	0.136537	0.169199	0.213356	0.173579	0.1254	0.186046	0.138895	0.19434																												
Myo1b	1.89287	2.27205	2.19177	2.71136	2.68018	2.08433	2.07803	2.17638	2.00948																												
Myo1c	2.81751	3.25657	3.29234	2.67828	3.02468	2.46914	2.74888	3.50939	2.849																												
Myo1d	2.21737	3.83928	2.74227	1.89767	2.39012	3.0129	2.26248	2.68648	2.70744																												
Myo1e	2.25762	3.12172	2.52623	2.21157	2.71803	2.48725	1.80293	3.26393	2.55091																												
Myo1f	0.804804	0.521989	0.872261	0.741299	2.48815	0.830864	0.905362	1.94106	1.48074																												
Myo1g	0.0805683	0.138541	0.137346	0.162371	0.682498	0.190859	0.138434	0.469776	0.33371																												
Myo1h	0	0	0	0	0	0	0	0	0																												
Myo3a	0	0	0	0	0	0	0	0	0																												
Myo3b	0.165987	0.228431	0.31254	0.194994	0.141724	0.155753	0.259507	0.272356	0.179755																												
Myo5a	32.6174	37.6796	32.1476	32.1804	30.2563	27.9754	29.1013	34.5692	28.8768																												
Myo5b	6.97268	5.83542	7.62974	9.37618	8.45837	9.74385	7.66276	5.98833	7.32143																												
Myo5c	0.0320703	0.13903	0.125788	0.0581235	0.0473164	0.0836315	0.048137	0.129105	0.0507381																												
Myo6	16.3024	18.9611	17.7221	16.565	18.0314	17.427	15.8058	17.5505	16.3478																												
Myo7a	1.61166	1.75292	2.14463	1.8817	1.82157	1.60299	1.74515	2.0971	1.5844																												
Myo7b	0	0	0.0111784	0	0	0	0	0	0																												
Myo9a	10.0589	9.77364	10.4233	10.2182	10.3509	9.18398	10.166	10.3466	10.0355																												
Myo9b	6.84487	5.73396	5.59065	5.89199	5.86179	5.9852	6.26008	5.84946	5.5765																												
Myoc	3.90758	5.53184	2.21945	4.52025	5.39416	3.86646	3.78186	3.47298	3.46478																												
Myocd	0.0262965	0.036185	0.0373656	0.042853	0.0502957	0.0103875	0.0411019	0.0766955	0																												
Myod1	0	0.0258241	0	0	0.0205388	0	0	0	0.0282769																												
Myof	0.151962	0.263517	0.347261	0.244802	0.468334	0.129696	0.210995	0.287265	0.34346																												
Myog	0.064453	0.0332098	0	0	0.0264287	0.0380943	0.090375	0.0562807	0																												
Myom1	0.146944	0.295436	0.20771	0.38138	0.321538	0.194087	0.195857	0.243631	0.244696																												
Myom2	0	0.0272523	0.00750439	0.0177301	0.00721519	0.010431	0	0	0																												
Myom3	0.1946	0.192811	0.391563	0.290032	0.274359	0.184507	0.211726	0.245208	0.281464																												
Myot	0	0	0	0	0.0169694	0	0	0	0																												
Myoz1	0	0	0	0	0	0	0	0	0.0423979																												
Myoz2	0	0.0442831	0.0365966	0.0434734	0	0	0.120413	0	0																												
Myoz3	0.013053	0	0.011126	0	0	0	0	0	0																												
Mypn	0.174166	0.248225	0.197987	0.100229	0.0815788	0.0589728	0.0544484	0.275764	0.159313																												
Mypop	12.3014	13.8567	12.4698	11.6427	11.7756	13.6628	12.0879	12.3694	10.7797																												
Myrf	8.16783	10.4394	8.37259	5.68657	6.27542	8.79775	6.22041	8.4029	8.06374																												
Myrfl	0.0572393	0.059052	0	0.115367	0.0117311	0.135582	0	0.0625734	0.0161639																												
Myrip	12.3411	11.5911	11.8814	11.3539	11.0105	11.4298	11.3322	12.6428	11.6546																												
Mysm1	4.6214	4.31484	4.08134	4.88083	4.32568	4.26702	4.34938	4.11067	4.08102																												
Myt1	2.4037	1.68371	1.65683	3.17044	2.55445	2.64315	2.88941	1.70063	2.49376																												
Myt1l	43.6301	44.4718	47.5389	41.4237	40.3914	40.3469	42.1654	44.6535	44.457																												
Myzap	0.0598524	0.205753	0.101997	0.120709	0.196289	0.118072	0.0747251	0.139516	0.18023																												
Mzb1	0	0	0.0978498	0	0.0472037	0	0	7.8698	1.94486																												
Mzf1	1.12297	1.24092	1.25179	1.44142	1.22464	1.49965	1.45372	1.40633	1.12984																												
Mzt1	36.1348	36.5359	37.0226	38.9051	40.1004	43.3671	39.3219	36.8696	39.7994																												
Mzt2	12.3394	13.4272	13.5398	14.7784	13.3873	14.9145	14.6526	12.3827	11.8664																												
N28178	28.0073	29.719	27.1477	27.852	25.7131	25.1712	26.0049	27.457	26.5744																												
N4bp1	9.1745	8.22811	9.16156	9.03601	10.0997	9.52816	9.43382	9.84162	9.19719																												
N4bp2	1.29441	0.820331	1.06491	1.42544	1.25956	0.986867	1.64011	1.02008	1.08631																												
N4bp2l1	7.82325	8.21625	7.76142	6.83872	7.29129	6.95603	8.00315	8.25834	7.7623																												
N4bp2l2	6.14667	5.21118	4.98083	6.65417	6.00884	5.58287	6.33671	5.40925	6.32062																												
N4bp3	3.40382	4.61484	4.87429	4.01516	3.71122	4.04859	3.82922	4.00377	3.88379																												
N6amt1	9.60823	9.98218	10.1086	10.1892	10.4904	11.2976	9.93413	9.93405	9.19521																												
N6amt2	20.4225	18.7141	22.1764	18.4381	18.8995	20.7625	18.1206	19.5026	18.419																												
Naa10	10.3049	12.6631	11.6336	13.4393	11.7926	14.1641	12.8483	12.8818	13.6266																												
Naa11	0.013188	0	0	0.0132887	0.0108112	0	0	0	0																												
Naa15	13.7441	13.6353	12.6583	13.1595	13.1831	13.7199	12.7522	12.9171	13.6027																												
Naa16	2.11421	1.77105	1.40498	1.58026	1.73311	1.58902	1.84348	1.72019	1.88771																												
Naa20	23.0296	21.6907	22.2063	20.0003	20.3342	23.1262	18.2651	21.7251	20.4228																												
Naa25	11.9567	10.6028	11.1329	11.348	11.2847	11.4238	11.7896	11.5363	11.1549																												
Naa30	12.1168	10.8554	11.0191	11.2942	11.4993	11.7319	12.9496	12.049	12.6373																												
Naa35	15.9932	15.8119	15.9363	16.7657	15.5081	16.2508	15.7483	14.5411	15.1705																												
Naa38	41.537	47.3424	50.2716	43.867	50.2349	48.7814	45.5992	46.9317	46.5039																												
Naa40	6.85116	6.59256	5.95522	6.95844	6.37273	7.16671	6.54798	5.88529	6.19134																												
Naa50	28.3601	26.1246	25.5702	25.8588	27.6131	28.5995	28.3424	26.9265	27.6854																												
Naa60	26.7852	25.9101	23.0155	27.5999	24.872	26.9745	26.9757	26.619	22.2272																												
Naaa	13.7258	14.3977	15.1062	16.1487	16.3664	15.7024	14.8511	14.7377	14.244																												
Naalad2	0.301001	0.569224	0.413276	0.3877	0.616926	0.316796	0.313302	0.292429	0.415501																												
Naaladl1	0.0407719	0.0630707	0.0173699	0	0.0668574	0.0241283	0.0572628	0.0178193	0																												
Nab1	6.6257	7.43874	6.45533	5.70295	6.37836	6.38603	6.33825	7.45645	6.79982																												
Nab2	16.288	11.7941	13.8906	15.3182	15.3372	14.9219	17.4769	16.4599	18.0449																												
Nabp1	3.91664	3.89368	3.4591	3.70891	4.1043	3.0109	3.34399	3.90821	3.03241																												
Nabp2	40.9038	41.4193	42.351	42.2977	41.2658	43.5738	42.9849	42.4016	39.5759																												
Naca	30.1921	30.0101	30.2791	32.1	31.2721	32.6241	29.3824	30.0639	31.4654																												
Nacad	6.07944	6.92726	6.72581	6.07805	5.29754	5.66203	4.9656	6.56717	5.88213																												
Nacc1	23.7837	24.6273	25.4855	23.7007	23.1281	24.4693	24.1147	23.5164	23.3384																												
Nacc2	17.6063	20.03	18.6369	15.4109	18.0043	17.0761	14.9354	17.6968	15.5951																												
Nadk	22.5859	20.4354	22.6817	20.7481	22.1902	22.6935	21.5083	21.384	22.5158																												
Nadk2	15.2748	15.9784	16.472	14.8771	16.2417	15.9011	15.2735	15.5733	16.6087																												
Nadsyn1	0.924694	1.02446	0.890169	0.845849	0.870413	0.709609	0.866189	0.97319	0.850946																												
Nae1	18.4784	20.9482	20.007	18.5545	20.1885	19.5123	18.3851	18.7657	20.118																												
Naf1	4.04131	4.30785	3.78817	3.73417	4.34804	3.91017	4.55671	4.31153	4.86854																												
Naga	4.86379	6.98567	6.72012	6.20079	6.58731	6.78494	4.9366	6.27987	6.14662																												
Nagk	13.4982	13.1488	15.5282	12.8987	14.2364	14.2289	12.6231	13.9954	13.4258																												
Naglu	1.40675	2.07277	2.39751	2.02613	2.9807	1.77351	1.81376	2.22013	2.14574																												
Nagpa	2.8626	3.55861	3.65954	2.86508	3.81619	4.13016	3.05476	3.63575	3.82757																												
Nags	0	0	0	0	0.0533235	0.051309	0	0.0378938	0																												
Naif1	0	0	0	0	0	0	0	0	0																												
Naip1	0.0554163	0	0.0483997	0.0449185	0.0686904	0.0480552	0.0228181	0.0413942	0.0458181																												
Naip2	0.231266	0.257509	0.299638	0.390764	0.876763	0.438119	0.278224	0.657618	0.288811																												
Naip5	0.215065	0.248823	0.217231	0.219347	0.625428	0.248383	0.250526	0.466266	0.32505																												
Naip6	0.107343	0.0197176	0.1318	0.139466	0.25295	0.0763428	0.108756	0.0956516	0.0982565																												
Naip7	0	0.124316	0	0.0362479	0.0904993	0	0	0.165813	0																												
Nalcn	14.1261	13.749	12.6548	14.9487	13.9032	13.1962	13.7699	14.6964	13.3955																												
Nampt	15.9589	16.489	15.7622	17.082	21.3771	19.6512	15.4698	16.9587	16.8032																												
Nanog	0	0	0	0	0	0	0.0215966	0	0.0233078																												
Nanos1	6.84697	5.96667	6.90663	6.44615	6.82533	6.75766	6.16686	6.51899	6.36814																												
Nanos2	0.232902	0.239993	0.113322	0.336008	0.191005	0.196628	0.310976	0.203353	0.150174																												
Nanos3	0.0757714	0.155742	0.128756	0.230655	0.186583	0.445771	0.0704095	0.0659172	0																												
Nanp	10.9344	9.38837	10.4435	10.2305	10.5773	11.5962	9.98818	9.57626	8.81781																												
Nans	6.29989	4.76491	5.88477	5.17794	5.78394	5.84174	5.07602	5.54734	5.0527																												
Nap1l1	21.9514	24.6021	23.5386	23.1736	23.6166	23.4749	21.6702	23.9497	21.7663																												
Nap1l2	45.8278	51.1961	44.1696	42.7805	46.7057	47.9499	44.2723	53.0919	47.0289																												
Nap1l3	16.6322	19.2036	17.8537	16.8121	16.3416	17.0827	15.6272	19.5744	17.6742																												
Nap1l4	41.9523	44.3429	40.9682	42.909	43.8524	46.555	42.9289	44.283	41.5995																												
Nap1l5	133.483	184.767	156.352	125.316	130.154	127.643	117.311	154.132	123.516																												
Napa	69.5284	69.2537	64.3947	73.4309	69.3299	76.8532	71.2794	67.9716	67.6379																												
Napb	100.551	108.586	110.057	102.702	96.7941	96.6702	99.9437	108.765	105.876																												
Napepld	9.90702	5.69418	4.35569	10.7324	9.15621	10.9243	10.7406	6.74131	8.21748																												
Napg	45.3241	46.2525	47.0865	43.1697	44.2527	43.2218	43.7096	46.3937	45.5856																												
Naprt1	1.66753	2.25018	2.19345	2.35038	2.27215	2.43695	2.01939	1.6499	1.43958																												
Napsa	0.161256	0.0332352	0.109852	0.130266	0.211592	0.0762469	0.060296	0.647722	0.218363																												
Narf	11.6632	10.7144	11.6269	12.6778	11.611	11.1145	12.0809	12.566	12.5719																												
Narfl	9.21894	8.83986	10.3219	9.68653	10.3586	11.3905	10.4909	10.6224	9.17659																												
Narg2	2.34619	1.61025	1.8419	2.14364	2.129	2.00397	1.98478	1.6897	2.15753																												
Nars	73.122	78.9447	72.2547	71.1714	76.239	76.7904	73.036	82.8378	76.7837																												
Nars2	2.94867	2.58192	2.62369	2.3671	2.44607	2.71384	2.53289	2.62044	2.76052																												
Nasp	7.40271	6.4444	6.18504	6.96829	7.46399	7.59524	7.29693	5.96172	6.09449																												
Nat1	1.25699	1.03604	1.2842	0.943278	1.26656	1.06092	1.00665	0.877811	0.81038																												
Nat10	7.04945	6.46055	6.48649	7.05583	6.79964	7.05211	6.95137	6.75631	6.71206																												
Nat14	27.4518	28.6265	33.8233	28.0655	30.2395	28.377	27.3143	27.607	27.8121																												
Nat2	0.59678	0.723385	0.657545	0.531886	1.00767	0.497806	0.557643	1.01132	0.633722																												
Nat3	0	0	0	0	0	0	0	0	0																												
Nat6	3.82957	3.61566	3.75389	3.76997	4.21822	3.73968	3.99461	3.18535	3.59438																												
Nat8	1.05552	0.628819	0.755991	1.12486	0.866033	0.393038	0.543537	0.726192	0.563481																												
Nat8l	45.2606	56.3085	49.7323	41.8273	42.741	43.0095	42.3031	49.4562	45.8436																												
Nat9	4.60182	6.0311	5.69634	5.03138	5.02104	6.57665	4.39752	6.39592	5.41301																												
Nav1	9.76058	8.61	8.75865	10.3409	8.68883	8.46324	10.0088	9.08119	9.15449																												
Nav2	5.15846	4.15219	4.43263	5.21548	4.61119	4.60739	4.78532	4.59838	4.83108																												
Nav3	4.93163	5.27324	5.23766	5.43261	5.30653	5.13839	5.08347	5.86949	6.12316																												
Nbas	4.66706	5.59774	4.86781	4.91467	4.49872	4.87607	4.25005	5.23068	4.54765																												
Nbea	34.6015	30.8638	35.2978	37.4814	34.3147	32.5617	35.736	31.8854	33.6537																												
Nbeal1	1.33929	1.30259	1.31345	1.32323	1.45301	1.17847	1.36606	1.38216	1.31853																												
Nbeal2	1.48672	1.00134	0.872892	1.33475	1.07075	1.15578	1.32183	0.947154	1.12934																												
Nbl1	24.5127	29.2582	32.211	23.4529	29.4877	25.5772	26.3287	26.5548	29.0462																												
Nbn	6.18316	6.90186	7.16457	5.93173	6.47621	5.47117	5.51901	6.31062	5.92668																												
